Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
4/18/23,DD/BR #358915 3589  NEW YORK            NY,10.21,"23181124387 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/18/23,TST* DOS TOROS - 636NEW YORK            NY,11.75,"ovltLeZbc00 3474865856
TST* DOS TOROS - 636 LEXI 300550425
NEW YORK
NY
Description : RESTAURANTS Price : 0.1175
3474865856",TST* DOS TOROS - 636NEW YORK            NY,636 LEXINGTON AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/17/23,Amazon Prime        Amazon.com          WA,15.89,"6DG25BU15SI SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20231E+17,Merchandise & Supplies-Mail Order
4/17/23,VAN LEEUWEN ICE CREANew York            NY,7.48,"5gOekA6kmOX squareup.com/receipts
VAN LEEUWEN ICE CREAM - MURRAY HILL
New York
NY
squareup.com/receipts",VAN LEEUWEN ICE CREANew York            NY,432 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Restaurant
4/16/23,AplPay TARGET       NEW YORK            NY,5.44,"001664537   612-3044357
AplPay TARGET        023804 09100023804
NEW YORK
NY
Description : SEE INVOICE Price : 0.0544
612-3044357",AplPay TARGET       NEW YORK            NY,517 EAST 117TH ST,"NEW YORK
NY",10035,UNITED STATES,3.20231E+17,Merchandise & Supplies-Wholesale Stores
4/15/23,AplPay MORTON WILLIANEW YORK            NY,24.94,"000074747   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/15/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16000027    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/15/23,TST* TREADWELL PARK NEW YORK            NY,39.94,"21105173106 BAR/NIGHTCLUB
TST* TREADWELL PARK - UPT 00105316
NEW YORK
NY
BAR/NIGHTCLUB",TST* TREADWELL PARK NEW YORK            NY,1125 1ST AVE,"NEW YORK
NY",10065,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/14/23,AplPay DD/BR #338712NEW YORK            NY,4.56,"23141240335 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/14/23,TST* 7TH STREET BURGNEW YORK            NY,29,"21105173105 RESTAURANT
TST* 7TH STREET BURGER - 00101799
NEW YORK
NY
RESTAURANT",TST* 7TH STREET BURGNEW YORK            NY,91 EAST 7TH ST,"NEW YORK
NY",10009,UNITED STATES,3.20231E+17,Restaurant-Restaurant
4/13/23,WHOLEFDS NOM #10773 NEW YORK            NY,30.78,"097Z5I356QP 5139004000
WHOLEFDS NOM #10773 000010773
NEW YORK
NY
Description : GROCERY STORES Price : 0.3078
5139004000",WHOLEFDS NOM #10773 NEW YORK            NY,63 MADISON AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/12/23,RENEWAL MEMBERSHIP FEE,250,"RENEWAL MEMBERSHIP FEE
",RENEWAL MEMBERSHIP FEE,,,,,3.20231E+17,Fees & Adjustments-Fees & Adjustments
4/11/23,AMISH MARKET 0217700NEW YORK            NY,53.19,"73011003101LOCAL            10017
AMISH MARKET 021770021655908
NEW YORK
NY
LOCAL            10017",AMISH MARKET 0217700NEW YORK            NY,240 EAST 45TH ST,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/11/23,AplPay DD/BR #359682NEW YORK            NY,7.83,"23111403533 212-532-5003
AplPay DD/BR #359682
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #359682NEW YORK            NY,355 3RD AVE,"NEW YORK
NY",10010,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/10/23,AplPay MCDONALD'S   NEW YORK            NY,12.65,"000009943   2125328186
AplPay MCDONALD'S
NEW YORK
NY
2125328186",AplPay MCDONALD'S   NEW YORK            NY,480 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/10/23,MORTON WILLIAMS - GRNEW YORK            NY,7.73,"000068577   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/9/23,AplPay DD/BR #358915NEW YORK            NY,26.45,"23091317517 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/9/23,FRESH FOOD 0000     NEW YORK            NY,35.36,"16400024    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/9/23,TST* CLINTON HALL - NEW YORK            NY,55.73,"99999993099 2127588519
TST* CLINTON HALL - 51 300607368
NEW YORK
NY
Description : BARS Price : 0.5573
2127588519",TST* CLINTON HALL - NEW YORK            NY,230 EAST 51ST ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/8/23,AplPay DD/BR #337561NEW YORK            NY,4.78,"23081120222 718-846-2371
AplPay DD/BR #337561 Q35 3375
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-846-2371",AplPay DD/BR #337561NEW YORK            NY,1225 1ST AVE,"NEW YORK
NY",10065-6309,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/7/23,MORTON WILLIAMS - GRNEW YORK            NY,13.95,"000067699   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/6/23,MORTON WILLIAMS - GRNEW YORK            NY,5.26,"000067063   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/6/23,NY GRILL AND DELI   NEW YORK            NY,18.61,"85183533097646-952-0037
NY GRILL AND DELI
NEW YORK
NY
646-952-0037",NY GRILL AND DELI   NEW YORK            NY,882 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/6/23,WHOLE FOODS MARKET  NEW YORK            NY,148.53,"0NPGA8KL3YI 6464971222
WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 1.4853
6464971222",WHOLE FOODS MARKET  NEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/5/23,AplPay DD/BR #358915NEW YORK            NY,15.23,"23051310397 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/5/23,UN GOURMET DELI 0000NEW YORK            NY,12.46,"78000109    212-688-0910
UN GOURMET DELI 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
212-688-0910",UN GOURMET DELI 0000NEW YORK            NY,361 EAST 49TH ST,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
4/4/23,AplPay DD/BR #359682NEW YORK            NY,7.83,"23041121193 212-532-5003
AplPay DD/BR #359682
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #359682NEW YORK            NY,355 3RD AVE,"NEW YORK
NY",10010,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/4/23,TST* 7TH STREET BURGNEW YORK            NY,32.86,"21105173095 RESTAURANT
TST* 7TH STREET BURGER - 00101799
NEW YORK
NY
RESTAURANT",TST* 7TH STREET BURGNEW YORK            NY,91 EAST 7TH ST,"NEW YORK
NY",10009,UNITED STATES,3.20231E+17,Restaurant-Restaurant
4/3/23,LA VERA PIZZA. 0000 NEW YORK            NY,19.85,"08600144    212-826-8777
LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",LA VERA PIZZA. 0000 NEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Restaurant
4/2/23,EL CHINGON 545500001DENVER              CO,97.43,"73011543093 LORENZOJR32@OUTLOOK.C
LORENZOJR32@OUTLOOK.COM
EL CHINGON 545500001604479
DENVER
CO
LORENZOJR32@OUTLOOK.COM",EL CHINGON 545500001DENVER              CO,1691 CENTRAL ST,"DENVER
CO",80212-2308,UNITED STATES,3.20231E+17,Restaurant-Restaurant
4/1/23,AplPay DAIRY QUEEN #FEDERAL HEIGH       CO,8.12,"00000000006 303-439-2434
AplPay DAIRY QUEEN #40948 0000
FEDERAL HEIGH
CO
Description : FAST FOOD RESTAURAN Price : 0.00
303-439-2434",AplPay DAIRY QUEEN #FEDERAL HEIGH       CO,10250 FEDERAL BLVD UNIT 200 UNIT 200,"DENVER
CO",80260-8619,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/1/23,DAIRY QUEEN #40948 0FEDERAL HEIGH       CO,19.33,"00000000006 303-439-2434
DAIRY QUEEN #40948 0000
FEDERAL HEIGH
CO
Description : FAST FOOD RESTAURAN Price : 0.00
303-439-2434",DAIRY QUEEN #40948 0FEDERAL HEIGH       CO,10250 FEDERAL BLVD UNIT 200 UNIT 200,"DENVER
CO",80260-8619,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/1/23,DUNKIN #359596      WESTMINSTER         CO,4.82,"23011740371 720-375-3637
DUNKIN #359596
WESTMINSTER
CO
Description : FAST FOOD RESTAURAN Price : 0.00
720-375-3637",DUNKIN #359596      WESTMINSTER         CO,7303 FEDERAL BLVD,"WESTMINSTER
CO",80030,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
4/1/23,FS *CAPTURE ONE     877-327-8914        CA,20,"N-3JQP-LQ9Y3AC9610BA69D3D7E 93101
FS *CAPTURE ONE
877-327-8914
CA
3AC9610BA69D3D7E 93101",FS *CAPTURE ONE     877-327-8914        CA,801 GDN ST 201,"SANTA BARBARA
CA",93101,UNITED STATES,3.20231E+17,Merchandise & Supplies-Internet Purchase
3/30/23,MOBILE PAYMENT - THANK YOU,-533.95,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.20231E+17,
3/29/23,AplPay LGA DUNKIN 4TFLUSHING            NY,18.36,"3367a6b37fe3367A6B37FE943F6A11371
AplPay LGA DUNKIN 4TH FL 16207122006
FLUSHING
NY
3367A6B37FE943F6A11371",AplPay LGA DUNKIN 4TFLUSHING            NY,"TERMINAL
B 3RD FLOOR ROOM 3629","FLUSHING
NY",11371,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/28/23,AplPay CVS PHARMACY NEW YORK            NY,30,"10130604    8007467287
AplPay CVS PHARMACY #11014 000011014
NEW YORK
NY
Description : PHARMACIES Price : 0.30
8007467287",AplPay CVS PHARMACY NEW YORK            NY,2704 OAKLAWN BLVD,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
3/28/23,AplPay DD/BR #358915NEW YORK            NY,19.34,"23281149357 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/28/23,AplPay LA VERA PIZZANEW YORK            NY,21.37,"08400135    212-826-8777
AplPay LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",AplPay LA VERA PIZZANEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Restaurant
3/27/23,AplPay CAFE FRESCO 0NEW YORK            NY,18.51,"31099533086 FAST FOOD RESTAURANT
AplPay CAFE FRESCO 00-08040986302
NEW YORK
NY
FAST FOOD RESTAURANT",AplPay CAFE FRESCO 0NEW YORK            NY,875 1ST AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/27/23,AplPay DD/BR #358915NEW YORK            NY,14.23,"23271106367 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/26/23,AplPay DD/BR #358915NEW YORK            NY,11.3,"23261923247 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/26/23,CORNERSTONE TAV - STNEW YORK            NY,21.42,"00027559    212-888-7403
CORNERSTONE TAV - STAGS
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-888-7403",CORNERSTONE TAV - STNEW YORK            NY,961 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Restaurant-Restaurant
3/26/23,DUANE READE #14368 0NEW YORK            NY,15.48,"99999993086 8002892273
DUANE READE #14368 000014368
NEW YORK
NY
Description : PHARMACIES Price : 0.1548
8002892273",DUANE READE #14368 0NEW YORK            NY,931 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
3/26/23,QB HOUSE 000000001  NEW YORK CITY       NY,30,"99999993088 6466502815
QB HOUSE 000000001
NEW YORK CITY
NY
Description : BEAUTY & BARBER Price : 0.30
6466502815",QB HOUSE 000000001  NEW YORK CITY       NY,"151 EAST 43RD ST
FRNT A","NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Business Services-Other Services
3/25/23,AplPay WHOLE FOODS MNEW YORK            NY,178.93,"0LCKIWM3BU7 6464971222
AplPay WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 1.7893
6464971222",AplPay WHOLE FOODS MNEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/23/23,AplPay DUNKIN #30625NEW YORK            NY,8.37,"23231153403 212-599-1100
AplPay DUNKIN #306250 3062
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-599-1100",AplPay DUNKIN #30625NEW YORK            NY,"800 2ND AVE
FRNT B","NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/23/23,AplPay TRADER JOE S NEW YORK            NY,31.99,"00013306121 6265993700
AplPay TRADER JOE S #544 000000544
NEW YORK
NY
6265993700",AplPay TRADER JOE S NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/22/23,AplPay DUNKIN #33046NEW YORK            NY,4.67,"23221259163 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/20/23,HUNTINGTON 09504044 HUNTINGTON          NY,46.72,"9609947399  HUNTINGTON
HUNTINGTON 09504044
HUNTINGTON
NY
HUNTINGTON",HUNTINGTON 09504044 HUNTINGTON          NY,411 S. KEELER,"BARTLESVILLE
OK",74004,UNITED STATES,3.20231E+17,Transportation-Fuel
3/20/23,MCDONALD'S          NORTHPORT           NY,6.52,"000183928   6317541608
MCDONALD'S
NORTHPORT
NY
6317541608",MCDONALD'S          NORTHPORT           NY,"834 FT SALONGA RD
STE A","NORTHPORT
NY",11768,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/18/23,AplPay DUANE READE #NEW YORK            NY,10.48,"99999993078 8002892273
AplPay DUANE READE #14368 000014368
NEW YORK
NY
Description : PHARMACIES Price : 0.1048
8002892273",AplPay DUANE READE #NEW YORK            NY,931 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
3/18/23,MORTON WILLIAMS - GRNEW YORK            NY,18.95,"000073589   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/17/23,Amazon Prime        Amazon.com          WA,15.89,"5KUDAE3MZP2 SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.20231E+17,Merchandise & Supplies-Mail Order
3/17/23,MORTON WILLIAMS - GRNEW YORK            NY,33.9,"000048023   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/14/23,AplPay DUNKIN #33046NEW YORK            NY,4.67,"23141340223 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/14/23,AplPay MORTON WILLIANEW YORK            NY,36.5,"000072001   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/14/23,MOBILE PAYMENT - THANK YOU,-593.96,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.20231E+17,
3/12/23,DD/BR #358915 3589  NEW YORK            NY,14.56,"23121354517 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/12/23,MORTON WILLIAMS - GRNEW YORK            NY,2.12,"000071271   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/11/23,LA VERA PIZZA. 0000 NEW YORK            NY,22.04,"08000167    212-826-8777
LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",LA VERA PIZZA. 0000 NEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Restaurant
3/10/23,DD/BR #358915 3589  NEW YORK            NY,24.02,"23101256007 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/10/23,MORTON WILLIAMS - GRNEW YORK            NY,7.21,"000066738   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/9/23,AplPay MORTON WILLIANEW YORK            NY,12.56,"000070500   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/8/23,MORTON WILLIAMS - GRNEW YORK            NY,42.93,"000027154   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/7/23,AplPay CVS PHARMACY NEW YORK            NY,7.6,"10183960   8007467287
PHARMACIES
AplPay CVS PHARMACY #11014 000011014
NEW YORK
NY
PHARMACIES
8007467287",AplPay CVS PHARMACY NEW YORK            NY,2704 OAKLAWN BLVD,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
3/5/23,AplPay DUNKIN #35364GLENDALE            NY,9.89,"23051803425 516-472-7100
AplPay DUNKIN #353641 Q35 3536
GLENDALE
NY
Description : FAST FOOD RESTAURAN Price : 0.00
516-472-7100",AplPay DUNKIN #35364GLENDALE            NY,90-05 MYRTL AVE,"GLENDALE
NY",11385,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/4/23,AplPay DUNKIN #30298RIDGEWOOD           NY,11.2,"23042009585 718-381-3200
AplPay DUNKIN #302982 Q35 3029
RIDGEWOOD
NY
Description : FAST FOOD RESTAURAN Price : 0.00
718-381-3200",AplPay DUNKIN #30298RIDGEWOOD           NY,5602 METROPOLITAN AVE,"RIDGEWOOD
NY",11385-1927,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/3/23,MOBILE PAYMENT - THANK YOU,-300,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.20231E+17,
3/3/23,MORTON WILLIAMS - GRNEW YORK            NY,20.97,"000042236   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/2/23,AplPay BUTTERCUP 2NDNew York            NY,8.5,"XRtrHOPKRtD squareup.com/receipts
AplPay BUTTERCUP 2ND AVE
New York
NY
squareup.com/receipts",AplPay BUTTERCUP 2NDNew York            NY,973 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/2/23,AplPay DD/BR #338712NEW YORK            NY,9.12,"23021326235 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
3/2/23,AplPay TST* 7TH STRENEW YORK            NY,32.87,"21105173062 RESTAURANT
AplPay TST* 7TH STREET BURGER - 00101799
NEW YORK
NY
RESTAURANT",AplPay TST* 7TH STRENEW YORK            NY,91 EAST 7TH ST,"NEW YORK
NY",10009,UNITED STATES,3.20231E+17,Restaurant-Restaurant
3/1/23,AplPay WHOLE FOODS MNEW YORK            NY,61.06,"0U8JTXF4LGA 6464971222
AplPay WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 0.6106
6464971222",AplPay WHOLE FOODS MNEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
3/1/23,FS *CAPTURE ONE     877-327-8914        CA,20,"JXPVB1YLQ_Y3AC9610BA69D3D7E 93101
FS *CAPTURE ONE
877-327-8914
CA
3AC9610BA69D3D7E 93101",FS *CAPTURE ONE     877-327-8914        CA,801 GDN ST 201,"SANTA BARBARA
CA",93101,UNITED STATES,3.20231E+17,Merchandise & Supplies-Internet Purchase
2/27/23,AplPay LA VERA PIZZANEW YORK            NY,11.96,"08400255    212-826-8777
AplPay LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",AplPay LA VERA PIZZANEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/27/23,LA VERA PIZZA. 0000 NEW YORK            NY,22.04,"08600152    212-826-8777
LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",LA VERA PIZZA. 0000 NEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/27/23,RESERVOIR           NEW YORK CITY       NY,111.74,"85133313059 212-475-0770
RESERVOIR
NEW YORK CITY
NY
",RESERVOIR           NEW YORK CITY       NY,"70 UNIVERSITY PL
FRNT A","NEW YORK
NY",10003,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/26/23,AplPay DUANE READE #NEW YORK            NY,38,"99999993058NONE             10022
PHARMACIES
AplPay DUANE READE #14368 000014368
NEW YORK
NY
PHARMACIES
NONE             10022",AplPay DUANE READE #NEW YORK            NY,931 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
2/26/23,TAL BAGELS INC.     NEW YORK            NY,8.4,"21105173058 FAST FOOD RESTAURANT
TAL BAGELS INC.
NEW YORK
NY
FAST FOOD RESTAURANT",TAL BAGELS INC.     NEW YORK            NY,977 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/25/23,AplPay DD/BR #358915NEW YORK            NY,6.11,"23251230447 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
